"","state","date","stayathome"
"Colorado.6.87","Colorado",2020-05-27,0
"Colorado.6.88","Colorado",2020-05-28,0
"Colorado.6.89","Colorado",2020-05-29,0
"Colorado.6.90","Colorado",2020-05-30,0
"Colorado.6.91","Colorado",2020-05-31,0
"Colorado.6.92","Colorado",2020-06-01,0
"Colorado.6.93","Colorado",2020-06-02,0
"Colorado.6.94","Colorado",2020-06-03,0
"Colorado.6.95","Colorado",2020-06-04,0
"Colorado.6.96","Colorado",2020-06-05,0
"Colorado.6.97","Colorado",2020-06-06,0
"Colorado.6.98","Colorado",2020-06-07,0
"Colorado.6.99","Colorado",2020-06-08,0
"Colorado.6.100","Colorado",2020-06-09,0
"Colorado.6.101","Colorado",2020-06-10,0
"Connecticut.7","Connecticut",2020-03-01,0
"Connecticut.7.1","Connecticut",2020-03-02,0
"Connecticut.7.2","Connecticut",2020-03-03,0
"Connecticut.7.3","Connecticut",2020-03-04,0
"Connecticut.7.4","Connecticut",2020-03-05,0
"Connecticut.7.5","Connecticut",2020-03-06,0
"Connecticut.7.6","Connecticut",2020-03-07,0
"Connecticut.7.7","Connecticut",2020-03-08,0
"Connecticut.7.8","Connecticut",2020-03-09,0
"Connecticut.7.9","Connecticut",2020-03-10,0
"Connecticut.7.10","Connecticut",2020-03-11,0
"Connecticut.7.11","Connecticut",2020-03-12,0
"Connecticut.7.12","Connecticut",2020-03-13,0
"Connecticut.7.13","Connecticut",2020-03-14,0
"Connecticut.7.14","Connecticut",2020-03-15,0
"Connecticut.7.15","Connecticut",2020-03-16,0
"Connecticut.7.16","Connecticut",2020-03-17,0
"Connecticut.7.17","Connecticut",2020-03-18,0
"Connecticut.7.18","Connecticut",2020-03-19,0
"Connecticut.7.19","Connecticut",2020-03-20,0
"Connecticut.7.20","Connecticut",2020-03-21,0
"Connecticut.7.21","Connecticut",2020-03-22,0
"Connecticut.7.22","Connecticut",2020-03-23,1
"Connecticut.7.23","Connecticut",2020-03-24,1
"Connecticut.7.24","Connecticut",2020-03-25,1
"Connecticut.7.25","Connecticut",2020-03-26,1
"Connecticut.7.26","Connecticut",2020-03-27,1
"Connecticut.7.27","Connecticut",2020-03-28,1
"Connecticut.7.28","Connecticut",2020-03-29,1
"Connecticut.7.29","Connecticut",2020-03-30,1
"Connecticut.7.30","Connecticut",2020-03-31,1
"Connecticut.7.31","Connecticut",2020-04-01,1
"Connecticut.7.32","Connecticut",2020-04-02,1
"Connecticut.7.33","Connecticut",2020-04-03,1
"Connecticut.7.34","Connecticut",2020-04-04,1
"Connecticut.7.35","Connecticut",2020-04-05,1
"Connecticut.7.36","Connecticut",2020-04-06,1
"Connecticut.7.37","Connecticut",2020-04-07,1
"Connecticut.7.38","Connecticut",2020-04-08,1
"Connecticut.7.39","Connecticut",2020-04-09,1
"Connecticut.7.40","Connecticut",2020-04-10,1
"Connecticut.7.41","Connecticut",2020-04-11,1
"Connecticut.7.42","Connecticut",2020-04-12,1
"Connecticut.7.43","Connecticut",2020-04-13,1
"Connecticut.7.44","Connecticut",2020-04-14,1
"Connecticut.7.45","Connecticut",2020-04-15,1
"Connecticut.7.46","Connecticut",2020-04-16,1
"Connecticut.7.47","Connecticut",2020-04-17,1
"Connecticut.7.48","Connecticut",2020-04-18,1
"Connecticut.7.49","Connecticut",2020-04-19,1
"Connecticut.7.50","Connecticut",2020-04-20,1
"Connecticut.7.51","Connecticut",2020-04-21,1
"Connecticut.7.52","Connecticut",2020-04-22,1
"Connecticut.7.53","Connecticut",2020-04-23,1
"Connecticut.7.54","Connecticut",2020-04-24,1
"Connecticut.7.55","Connecticut",2020-04-25,1
"Connecticut.7.56","Connecticut",2020-04-26,1
"Connecticut.7.57","Connecticut",2020-04-27,1
"Connecticut.7.58","Connecticut",2020-04-28,1
"Connecticut.7.59","Connecticut",2020-04-29,1
"Connecticut.7.60","Connecticut",2020-04-30,1
"Connecticut.7.61","Connecticut",2020-05-01,1
"Connecticut.7.62","Connecticut",2020-05-02,1
"Connecticut.7.63","Connecticut",2020-05-03,1
"Connecticut.7.64","Connecticut",2020-05-04,1
"Connecticut.7.65","Connecticut",2020-05-05,1
"Connecticut.7.66","Connecticut",2020-05-06,1
"Connecticut.7.67","Connecticut",2020-05-07,1
"Connecticut.7.68","Connecticut",2020-05-08,1
"Connecticut.7.69","Connecticut",2020-05-09,1
"Connecticut.7.70","Connecticut",2020-05-10,1
"Connecticut.7.71","Connecticut",2020-05-11,1
"Connecticut.7.72","Connecticut",2020-05-12,1
"Connecticut.7.73","Connecticut",2020-05-13,1
"Connecticut.7.74","Connecticut",2020-05-14,1
"Connecticut.7.75","Connecticut",2020-05-15,1
"Connecticut.7.76","Connecticut",2020-05-16,1
"Connecticut.7.77","Connecticut",2020-05-17,1
"Connecticut.7.78","Connecticut",2020-05-18,1
"Connecticut.7.79","Connecticut",2020-05-19,1
"Connecticut.7.80","Connecticut",2020-05-20,1
"Connecticut.7.81","Connecticut",2020-05-21,0
"Connecticut.7.82","Connecticut",2020-05-22,0
"Connecticut.7.83","Connecticut",2020-05-23,0
"Connecticut.7.84","Connecticut",2020-05-24,0
"Connecticut.7.85","Connecticut",2020-05-25,0
"Connecticut.7.86","Connecticut",2020-05-26,0
"Connecticut.7.87","Connecticut",2020-05-27,0
"Connecticut.7.88","Connecticut",2020-05-28,0
"Connecticut.7.89","Connecticut",2020-05-29,0
"Connecticut.7.90","Connecticut",2020-05-30,0
"Connecticut.7.91","Connecticut",2020-05-31,0
"Connecticut.7.92","Connecticut",2020-06-01,0
"Connecticut.7.93","Connecticut",2020-06-02,0
"Connecticut.7.94","Connecticut",2020-06-03,0
"Connecticut.7.95","Connecticut",2020-06-04,0
"Connecticut.7.96","Connecticut",2020-06-05,0
"Connecticut.7.97","Connecticut",2020-06-06,0
"Connecticut.7.98","Connecticut",2020-06-07,0
"Connecticut.7.99","Connecticut",2020-06-08,0
"Connecticut.7.100","Connecticut",2020-06-09,0
"Connecticut.7.101","Connecticut",2020-06-10,0
"Delaware.8","Delaware",2020-03-01,0
"Delaware.8.1","Delaware",2020-03-02,0
"Delaware.8.2","Delaware",2020-03-03,0
"Delaware.8.3","Delaware",2020-03-04,0
"Delaware.8.4","Delaware",2020-03-05,0
"Delaware.8.5","Delaware",2020-03-06,0
"Delaware.8.6","Delaware",2020-03-07,0
"Delaware.8.7","Delaware",2020-03-08,0
"Delaware.8.8","Delaware",2020-03-09,0
"Delaware.8.9","Delaware",2020-03-10,0
"Delaware.8.10","Delaware",2020-03-11,0
"Delaware.8.11","Delaware",2020-03-12,0
"Delaware.8.12","Delaware",2020-03-13,0
"Delaware.8.13","Delaware",2020-03-14,0
"Delaware.8.14","Delaware",2020-03-15,0
"Delaware.8.15","Delaware",2020-03-16,0
"Delaware.8.16","Delaware",2020-03-17,0
"Delaware.8.17","Delaware",2020-03-18,0
"Delaware.8.18","Delaware",2020-03-19,0
"Delaware.8.19","Delaware",2020-03-20,0
"Delaware.8.20","Delaware",2020-03-21,0
"Delaware.8.21","Delaware",2020-03-22,0
"Delaware.8.22","Delaware",2020-03-23,0
"Delaware.8.23","Delaware",2020-03-24,1
"Delaware.8.24","Delaware",2020-03-25,1
"Delaware.8.25","Delaware",2020-03-26,1
"Delaware.8.26","Delaware",2020-03-27,1
"Delaware.8.27","Delaware",2020-03-28,1
"Delaware.8.28","Delaware",2020-03-29,1
"Delaware.8.29","Delaware",2020-03-30,1
"Delaware.8.30","Delaware",2020-03-31,1
"Delaware.8.31","Delaware",2020-04-01,1
"Delaware.8.32","Delaware",2020-04-02,1
"Delaware.8.33","Delaware",2020-04-03,1
"Delaware.8.34","Delaware",2020-04-04,1
"Delaware.8.35","Delaware",2020-04-05,1
"Delaware.8.36","Delaware",2020-04-06,1
"Delaware.8.37","Delaware",2020-04-07,1
"Delaware.8.38","Delaware",2020-04-08,1
"Delaware.8.39","Delaware",2020-04-09,1
"Delaware.8.40","Delaware",2020-04-10,1
"Delaware.8.41","Delaware",2020-04-11,1
"Delaware.8.42","Delaware",2020-04-12,1
"Delaware.8.43","Delaware",2020-04-13,1
"Delaware.8.44","Delaware",2020-04-14,1
"Delaware.8.45","Delaware",2020-04-15,1
"Delaware.8.46","Delaware",2020-04-16,1
"Delaware.8.47","Delaware",2020-04-17,1
"Delaware.8.48","Delaware",2020-04-18,1
"Delaware.8.49","Delaware",2020-04-19,1
"Delaware.8.50","Delaware",2020-04-20,1
"Delaware.8.51","Delaware",2020-04-21,1
"Delaware.8.52","Delaware",2020-04-22,1
"Delaware.8.53","Delaware",2020-04-23,1
"Delaware.8.54","Delaware",2020-04-24,1
"Delaware.8.55","Delaware",2020-04-25,1
"Delaware.8.56","Delaware",2020-04-26,1
"Delaware.8.57","Delaware",2020-04-27,1
"Delaware.8.58","Delaware",2020-04-28,1
"Delaware.8.59","Delaware",2020-04-29,1
"Delaware.8.60","Delaware",2020-04-30,1
"Delaware.8.61","Delaware",2020-05-01,1
"Delaware.8.62","Delaware",2020-05-02,1
"Delaware.8.63","Delaware",2020-05-03,1
"Delaware.8.64","Delaware",2020-05-04,1
"Delaware.8.65","Delaware",2020-05-05,1
"Delaware.8.66","Delaware",2020-05-06,1
"Delaware.8.67","Delaware",2020-05-07,1
"Delaware.8.68","Delaware",2020-05-08,1
"Delaware.8.69","Delaware",2020-05-09,1
"Delaware.8.70","Delaware",2020-05-10,1
"Delaware.8.71","Delaware",2020-05-11,1
"Delaware.8.72","Delaware",2020-05-12,1
"Delaware.8.73","Delaware",2020-05-13,1
"Delaware.8.74","Delaware",2020-05-14,1
"Delaware.8.75","Delaware",2020-05-15,1
"Delaware.8.76","Delaware",2020-05-16,1
"Delaware.8.77","Delaware",2020-05-17,1
"Delaware.8.78","Delaware",2020-05-18,1
"Delaware.8.79","Delaware",2020-05-19,1
"Delaware.8.80","Delaware",2020-05-20,1
"Delaware.8.81","Delaware",2020-05-21,1
"Delaware.8.82","Delaware",2020-05-22,1
"Delaware.8.83","Delaware",2020-05-23,1
"Delaware.8.84","Delaware",2020-05-24,1
"Delaware.8.85","Delaware",2020-05-25,1
"Delaware.8.86","Delaware",2020-05-26,1
"Delaware.8.87","Delaware",2020-05-27,1
"Delaware.8.88","Delaware",2020-05-28,1
"Delaware.8.89","Delaware",2020-05-29,1
"Delaware.8.90","Delaware",2020-05-30,1
"Delaware.8.91","Delaware",2020-05-31,1
"Delaware.8.92","Delaware",2020-06-01,0
"Delaware.8.93","Delaware",2020-06-02,0
"Delaware.8.94","Delaware",2020-06-03,0
"Delaware.8.95","Delaware",2020-06-04,0
"Delaware.8.96","Delaware",2020-06-05,0
"Delaware.8.97","Delaware",2020-06-06,0
"Delaware.8.98","Delaware",2020-06-07,0
"Delaware.8.99","Delaware",2020-06-08,0
"Delaware.8.100","Delaware",2020-06-09,0
"Delaware.8.101","Delaware",2020-06-10,0
"District of Columbia.9","District of Columbia",2020-03-01,0
"District of Columbia.9.1","District of Columbia",2020-03-02,0
"District of Columbia.9.2","District of Columbia",2020-03-03,0
"District of Columbia.9.3","District of Columbia",2020-03-04,0
"District of Columbia.9.4","District of Columbia",2020-03-05,0
"District of Columbia.9.5","District of Columbia",2020-03-06,0
"District of Columbia.9.6","District of Columbia",2020-03-07,0
"District of Columbia.9.7","District of Columbia",2020-03-08,0
"District of Columbia.9.8","District of Columbia",2020-03-09,0
"District of Columbia.9.9","District of Columbia",2020-03-10,0
"District of Columbia.9.10","District of Columbia",2020-03-11,0
"District of Columbia.9.11","District of Columbia",2020-03-12,0
"District of Columbia.9.12","District of Columbia",2020-03-13,0
"District of Columbia.9.13","District of Columbia",2020-03-14,0
"District of Columbia.9.14","District of Columbia",2020-03-15,0
"District of Columbia.9.15","District of Columbia",2020-03-16,0
"District of Columbia.9.16","District of Columbia",2020-03-17,0
"District of Columbia.9.17","District of Columbia",2020-03-18,0
"District of Columbia.9.18","District of Columbia",2020-03-19,0
"District of Columbia.9.19","District of Columbia",2020-03-20,0
"District of Columbia.9.20","District of Columbia",2020-03-21,0
"District of Columbia.9.21","District of Columbia",2020-03-22,0
"District of Columbia.9.22","District of Columbia",2020-03-23,0
"District of Columbia.9.23","District of Columbia",2020-03-24,0
"District of Columbia.9.24","District of Columbia",2020-03-25,0
"District of Columbia.9.25","District of Columbia",2020-03-26,0
"District of Columbia.9.26","District of Columbia",2020-03-27,0
"District of Columbia.9.27","District of Columbia",2020-03-28,0
"District of Columbia.9.28","District of Columbia",2020-03-29,0
"District of Columbia.9.29","District of Columbia",2020-03-30,0
"District of Columbia.9.30","District of Columbia",2020-03-31,0
"District of Columbia.9.31","District of Columbia",2020-04-01,1
"District of Columbia.9.32","District of Columbia",2020-04-02,1
"District of Columbia.9.33","District of Columbia",2020-04-03,1
"District of Columbia.9.34","District of Columbia",2020-04-04,1
"District of Columbia.9.35","District of Columbia",2020-04-05,1
"District of Columbia.9.36","District of Columbia",2020-04-06,1
"District of Columbia.9.37","District of Columbia",2020-04-07,1
"District of Columbia.9.38","District of Columbia",2020-04-08,1
"District of Columbia.9.39","District of Columbia",2020-04-09,1
"District of Columbia.9.40","District of Columbia",2020-04-10,1
"District of Columbia.9.41","District of Columbia",2020-04-11,1
"District of Columbia.9.42","District of Columbia",2020-04-12,1
"District of Columbia.9.43","District of Columbia",2020-04-13,1
"District of Columbia.9.44","District of Columbia",2020-04-14,1
"District of Columbia.9.45","District of Columbia",2020-04-15,1
"District of Columbia.9.46","District of Columbia",2020-04-16,1
"District of Columbia.9.47","District of Columbia",2020-04-17,1
"District of Columbia.9.48","District of Columbia",2020-04-18,1
"District of Columbia.9.49","District of Columbia",2020-04-19,1
"District of Columbia.9.50","District of Columbia",2020-04-20,1
"District of Columbia.9.51","District of Columbia",2020-04-21,1
"District of Columbia.9.52","District of Columbia",2020-04-22,1
"District of Columbia.9.53","District of Columbia",2020-04-23,1
"District of Columbia.9.54","District of Columbia",2020-04-24,1
"District of Columbia.9.55","District of Columbia",2020-04-25,1
"District of Columbia.9.56","District of Columbia",2020-04-26,1
"District of Columbia.9.57","District of Columbia",2020-04-27,1
"District of Columbia.9.58","District of Columbia",2020-04-28,1
"District of Columbia.9.59","District of Columbia",2020-04-29,1
"District of Columbia.9.60","District of Columbia",2020-04-30,1
"District of Columbia.9.61","District of Columbia",2020-05-01,1
"District of Columbia.9.62","District of Columbia",2020-05-02,1
"District of Columbia.9.63","District of Columbia",2020-05-03,1
"District of Columbia.9.64","District of Columbia",2020-05-04,1
"District of Columbia.9.65","District of Columbia",2020-05-05,1
"District of Columbia.9.66","District of Columbia",2020-05-06,1
"District of Columbia.9.67","District of Columbia",2020-05-07,1
"District of Columbia.9.68","District of Columbia",2020-05-08,1
"District of Columbia.9.69","District of Columbia",2020-05-09,1
"District of Columbia.9.70","District of Columbia",2020-05-10,1
"District of Columbia.9.71","District of Columbia",2020-05-11,1
"District of Columbia.9.72","District of Columbia",2020-05-12,1
"District of Columbia.9.73","District of Columbia",2020-05-13,1
"District of Columbia.9.74","District of Columbia",2020-05-14,1
"District of Columbia.9.75","District of Columbia",2020-05-15,1
"District of Columbia.9.76","District of Columbia",2020-05-16,1
"District of Columbia.9.77","District of Columbia",2020-05-17,1
"District of Columbia.9.78","District of Columbia",2020-05-18,1
"District of Columbia.9.79","District of Columbia",2020-05-19,1
"District of Columbia.9.80","District of Columbia",2020-05-20,1
"District of Columbia.9.81","District of Columbia",2020-05-21,1
"District of Columbia.9.82","District of Columbia",2020-05-22,1
"District of Columbia.9.83","District of Columbia",2020-05-23,1
"District of Columbia.9.84","District of Columbia",2020-05-24,1
"District of Columbia.9.85","District of Columbia",2020-05-25,1
"District of Columbia.9.86","District of Columbia",2020-05-26,1
"District of Columbia.9.87","District of Columbia",2020-05-27,1
"District of Columbia.9.88","District of Columbia",2020-05-28,1
"District of Columbia.9.89","District of Columbia",2020-05-29,1
"District of Columbia.9.90","District of Columbia",2020-05-30,1
"District of Columbia.9.91","District of Columbia",2020-05-31,1
"District of Columbia.9.92","District of Columbia",2020-06-01,1
"District of Columbia.9.93","District of Columbia",2020-06-02,1
"District of Columbia.9.94","District of Columbia",2020-06-03,1
"District of Columbia.9.95","District of Columbia",2020-06-04,1
"District of Columbia.9.96","District of Columbia",2020-06-05,1
"District of Columbia.9.97","District of Columbia",2020-06-06,1
"District of Columbia.9.98","District of Columbia",2020-06-07,1
"District of Columbia.9.99","District of Columbia",2020-06-08,1
"District of Columbia.9.100","District of Columbia",2020-06-09,0
"District of Columbia.9.101","District of Columbia",2020-06-10,0
"Florida.10","Florida",2020-03-01,0
"Florida.10.1","Florida",2020-03-02,0
"Florida.10.2","Florida",2020-03-03,0
"Florida.10.3","Florida",2020-03-04,0
"Florida.10.4","Florida",2020-03-05,0
"Florida.10.5","Florida",2020-03-06,0
"Florida.10.6","Florida",2020-03-07,0
"Florida.10.7","Florida",2020-03-08,0
"Florida.10.8","Florida",2020-03-09,0
"Florida.10.9","Florida",2020-03-10,0
"Florida.10.10","Florida",2020-03-11,0
"Florida.10.11","Florida",2020-03-12,0
"Florida.10.12","Florida",2020-03-13,0
"Florida.10.13","Florida",2020-03-14,0
"Florida.10.14","Florida",2020-03-15,0
"Florida.10.15","Florida",2020-03-16,0
"Florida.10.16","Florida",2020-03-17,0
"Florida.10.17","Florida",2020-03-18,0
"Florida.10.18","Florida",2020-03-19,0
"Florida.10.19","Florida",2020-03-20,0
"Florida.10.20","Florida",2020-03-21,0
"Florida.10.21","Florida",2020-03-22,0
"Florida.10.22","Florida",2020-03-23,0
"Florida.10.23","Florida",2020-03-24,0
"Florida.10.24","Florida",2020-03-25,0
"Florida.10.25","Florida",2020-03-26,0
"Florida.10.26","Florida",2020-03-27,0
"Florida.10.27","Florida",2020-03-28,0
"Florida.10.28","Florida",2020-03-29,0
"Florida.10.29","Florida",2020-03-30,0
"Florida.10.30","Florida",2020-03-31,0
"Florida.10.31","Florida",2020-04-01,0
"Florida.10.32","Florida",2020-04-02,0
"Florida.10.33","Florida",2020-04-03,1
"Florida.10.34","Florida",2020-04-04,1
"Florida.10.35","Florida",2020-04-05,1
"Florida.10.36","Florida",2020-04-06,1
"Florida.10.37","Florida",2020-04-07,1
"Florida.10.38","Florida",2020-04-08,1
"Florida.10.39","Florida",2020-04-09,1
"Florida.10.40","Florida",2020-04-10,1
"Florida.10.41","Florida",2020-04-11,1
"Florida.10.42","Florida",2020-04-12,1
"Florida.10.43","Florida",2020-04-13,1
"Florida.10.44","Florida",2020-04-14,1
"Florida.10.45","Florida",2020-04-15,1
"Florida.10.46","Florida",2020-04-16,1
"Florida.10.47","Florida",2020-04-17,1
"Florida.10.48","Florida",2020-04-18,1
"Florida.10.49","Florida",2020-04-19,1
"Florida.10.50","Florida",2020-04-20,1
"Florida.10.51","Florida",2020-04-21,1
"Florida.10.52","Florida",2020-04-22,1
"Florida.10.53","Florida",2020-04-23,1
"Florida.10.54","Florida",2020-04-24,1
"Florida.10.55","Florida",2020-04-25,1
"Florida.10.56","Florida",2020-04-26,1
"Florida.10.57","Florida",2020-04-27,1
"Florida.10.58","Florida",2020-04-28,1
"Florida.10.59","Florida",2020-04-29,1
"Florida.10.60","Florida",2020-04-30,1
"Florida.10.61","Florida",2020-05-01,1
"Florida.10.62","Florida",2020-05-02,1
"Florida.10.63","Florida",2020-05-03,1
"Florida.10.64","Florida",2020-05-04,1
"Florida.10.65","Florida",2020-05-05,0
"Florida.10.66","Florida",2020-05-06,0
"Florida.10.67","Florida",2020-05-07,0
"Florida.10.68","Florida",2020-05-08,0
"Florida.10.69","Florida",2020-05-09,0
"Florida.10.70","Florida",2020-05-10,0
"Florida.10.71","Florida",2020-05-11,0
"Florida.10.72","Florida",2020-05-12,0
"Florida.10.73","Florida",2020-05-13,0
"Florida.10.74","Florida",2020-05-14,0
"Florida.10.75","Florida",2020-05-15,0
"Florida.10.76","Florida",2020-05-16,0
"Florida.10.77","Florida",2020-05-17,0
"Florida.10.78","Florida",2020-05-18,0
"Florida.10.79","Florida",2020-05-19,0
"Florida.10.80","Florida",2020-05-20,0
"Florida.10.81","Florida",2020-05-21,0
"Florida.10.82","Florida",2020-05-22,0
"Florida.10.83","Florida",2020-05-23,0
"Florida.10.84","Florida",2020-05-24,0
"Florida.10.85","Florida",2020-05-25,0
"Florida.10.86","Florida",2020-05-26,0
"Florida.10.87","Florida",2020-05-27,0
"Florida.10.88","Florida",2020-05-28,0
"Florida.10.89","Florida",2020-05-29,0
"Florida.10.90","Florida",2020-05-30,0
"Florida.10.91","Florida",2020-05-31,0
"Florida.10.92","Florida",2020-06-01,0
"Florida.10.93","Florida",2020-06-02,0
"Florida.10.94","Florida",2020-06-03,0
"Florida.10.95","Florida",2020-06-04,0
"Florida.10.96","Florida",2020-06-05,0
"Florida.10.97","Florida",2020-06-06,0
"Florida.10.98","Florida",2020-06-07,0
"Florida.10.99","Florida",2020-06-08,0
"Florida.10.100","Florida",2020-06-09,0
"Florida.10.101","Florida",2020-06-10,0
"Georgia.11","Georgia",2020-03-01,0
"Georgia.11.1","Georgia",2020-03-02,0
"Georgia.11.2","Georgia",2020-03-03,0
"Georgia.11.3","Georgia",2020-03-04,0
"Georgia.11.4","Georgia",2020-03-05,0
"Georgia.11.5","Georgia",2020-03-06,0
"Georgia.11.6","Georgia",2020-03-07,0
"Georgia.11.7","Georgia",2020-03-08,0
"Georgia.11.8","Georgia",2020-03-09,0
"Georgia.11.9","Georgia",2020-03-10,0
"Georgia.11.10","Georgia",2020-03-11,0
"Georgia.11.11","Georgia",2020-03-12,0
"Georgia.11.12","Georgia",2020-03-13,0
"Georgia.11.13","Georgia",2020-03-14,0
"Georgia.11.14","Georgia",2020-03-15,0
"Georgia.11.15","Georgia",2020-03-16,0
"Georgia.11.16","Georgia",2020-03-17,0
"Georgia.11.17","Georgia",2020-03-18,0
"Georgia.11.18","Georgia",2020-03-19,0
"Georgia.11.19","Georgia",2020-03-20,0
"Georgia.11.20","Georgia",2020-03-21,0
"Georgia.11.21","Georgia",2020-03-22,0
"Georgia.11.22","Georgia",2020-03-23,0
"Georgia.11.23","Georgia",2020-03-24,0
"Georgia.11.24","Georgia",2020-03-25,0
"Georgia.11.25","Georgia",2020-03-26,0
"Georgia.11.26","Georgia",2020-03-27,0
"Georgia.11.27","Georgia",2020-03-28,0
"Georgia.11.28","Georgia",2020-03-29,0
"Georgia.11.29","Georgia",2020-03-30,0
"Georgia.11.30","Georgia",2020-03-31,0
"Georgia.11.31","Georgia",2020-04-01,0
"Georgia.11.32","Georgia",2020-04-02,0
"Georgia.11.33","Georgia",2020-04-03,1
"Georgia.11.34","Georgia",2020-04-04,1
"Georgia.11.35","Georgia",2020-04-05,1
"Georgia.11.36","Georgia",2020-04-06,1
"Georgia.11.37","Georgia",2020-04-07,1
"Georgia.11.38","Georgia",2020-04-08,1
"Georgia.11.39","Georgia",2020-04-09,1
"Georgia.11.40","Georgia",2020-04-10,1
"Georgia.11.41","Georgia",2020-04-11,1
"Georgia.11.42","Georgia",2020-04-12,1
"Georgia.11.43","Georgia",2020-04-13,1
"Georgia.11.44","Georgia",2020-04-14,1
