,state,date,Mask,lock_down,Stay-at-home
246838,Oklahoma,5/8/20,1,0,
246917,Oregon,1/22/20,0,0,
246955,Oregon,1/23/20,0,0,
246993,Oregon,1/24/20,0,0,
247031,Oregon,1/25/20,0,0,
247069,Oregon,1/26/20,0,0,
247107,Oregon,1/27/20,0,0,
247145,Oregon,1/28/20,0,0,
247183,Oregon,1/29/20,0,0,
247221,Oregon,1/30/20,0,0,
247259,Oregon,1/31/20,0,0,
247297,Oregon,2/1/20,0,0,
247335,Oregon,2/2/20,0,0,
247373,Oregon,2/3/20,0,0,
247411,Oregon,2/4/20,0,0,
247449,Oregon,2/5/20,0,0,
247487,Oregon,2/6/20,0,0,
247525,Oregon,2/7/20,0,0,
247563,Oregon,2/8/20,0,0,
247601,Oregon,2/9/20,0,0,
247639,Oregon,2/10/20,0,0,
247677,Oregon,2/11/20,0,0,
247715,Oregon,2/12/20,0,0,
247753,Oregon,2/13/20,0,0,
247791,Oregon,2/14/20,0,0,
247829,Oregon,2/15/20,0,0,
247867,Oregon,2/16/20,0,0,
247905,Oregon,2/17/20,0,0,
247943,Oregon,2/18/20,0,0,
247981,Oregon,2/19/20,0,0,
248019,Oregon,2/20/20,0,0,
248057,Oregon,2/21/20,0,0,
248095,Oregon,2/22/20,0,0,
248133,Oregon,2/23/20,0,0,
248171,Oregon,2/24/20,0,0,
248209,Oregon,2/25/20,0,0,
248247,Oregon,2/26/20,0,0,
248285,Oregon,2/27/20,0,0,
248323,Oregon,2/28/20,0,0,
248361,Oregon,2/29/20,0,0,
248399,Oregon,3/1/20,0,0,
248437,Oregon,3/2/20,0,0,
248475,Oregon,3/3/20,0,0,
248513,Oregon,3/4/20,0,0,
248551,Oregon,3/5/20,0,0,
248589,Oregon,3/6/20,0,0,
248627,Oregon,3/7/20,0,0,
248665,Oregon,3/8/20,0,0,
248703,Oregon,3/9/20,0,0,
248741,Oregon,3/10/20,0,0,
248779,Oregon,3/11/20,0,0,
248817,Oregon,3/12/20,0,0,
248855,Oregon,3/13/20,0,0,
248893,Oregon,3/14/20,0,0,
248931,Oregon,3/15/20,0,0,
248969,Oregon,3/16/20,0,0,
249007,Oregon,3/17/20,0,0,
249045,Oregon,3/18/20,0,0,
249083,Oregon,3/19/20,0,0,
249121,Oregon,3/20/20,0,0,
249159,Oregon,3/21/20,0,0,
249197,Oregon,3/22/20,0,0,
249235,Oregon,3/23/20,0,1,
249273,Oregon,3/24/20,0,1,
249311,Oregon,3/25/20,0,1,
249349,Oregon,3/26/20,0,1,
249387,Oregon,3/27/20,0,1,
249425,Oregon,3/28/20,0,1,
249463,Oregon,3/29/20,0,1,
249501,Oregon,3/30/20,0,1,
249539,Oregon,3/31/20,0,1,
249577,Oregon,4/1/20,0,1,
249615,Oregon,4/2/20,0,1,
249653,Oregon,4/3/20,0,1,
249691,Oregon,4/4/20,1,1,
249729,Oregon,4/5/20,1,1,
249767,Oregon,4/6/20,1,1,
249805,Oregon,4/7/20,1,1,
249843,Oregon,4/8/20,1,1,
249881,Oregon,4/9/20,1,1,
249919,Oregon,4/10/20,1,1,
249957,Oregon,4/11/20,1,1,
249995,Oregon,4/12/20,1,1,
250033,Oregon,4/13/20,1,1,
250071,Oregon,4/14/20,1,1,
250109,Oregon,4/15/20,1,1,
250147,Oregon,4/16/20,1,1,
250185,Oregon,4/17/20,1,1,
250223,Oregon,4/18/20,1,1,
250261,Oregon,4/19/20,1,1,
250299,Oregon,4/20/20,1,1,
250337,Oregon,4/21/20,1,1,
250375,Oregon,4/22/20,1,1,
250413,Oregon,4/23/20,1,1,
250451,Oregon,4/24/20,1,1,
250489,Oregon,4/25/20,1,1,
250527,Oregon,4/26/20,1,1,
250565,Oregon,4/27/20,1,1,
250603,Oregon,4/28/20,1,1,
250641,Oregon,4/29/20,1,1,
250679,Oregon,4/30/20,1,1,
250717,Oregon,5/1/20,1,1,
250755,Oregon,5/2/20,1,1,
250793,Oregon,5/3/20,1,1,
250831,Oregon,5/4/20,1,1,
250869,Oregon,5/5/20,1,1,
250907,Oregon,5/6/20,1,1,
250945,Oregon,5/7/20,1,1,
250983,Oregon,5/8/20,1,1,
251021,Pennsylvania,1/22/20,0,0,
251090,Pennsylvania,1/23/20,0,0,
251159,Pennsylvania,1/24/20,0,0,
251228,Pennsylvania,1/25/20,0,0,
251297,Pennsylvania,1/26/20,0,0,
251366,Pennsylvania,1/27/20,0,0,
251435,Pennsylvania,1/28/20,0,0,
251504,Pennsylvania,1/29/20,0,0,
251573,Pennsylvania,1/30/20,0,0,
251642,Pennsylvania,1/31/20,0,0,
251711,Pennsylvania,2/1/20,0,0,
251780,Pennsylvania,2/2/20,0,0,
251849,Pennsylvania,2/3/20,0,0,
251918,Pennsylvania,2/4/20,0,0,
251987,Pennsylvania,2/5/20,0,0,
252056,Pennsylvania,2/6/20,0,0,
252125,Pennsylvania,2/7/20,0,0,
252194,Pennsylvania,2/8/20,0,0,
252263,Pennsylvania,2/9/20,0,0,
252332,Pennsylvania,2/10/20,0,0,
252401,Pennsylvania,2/11/20,0,0,
252470,Pennsylvania,2/12/20,0,0,
252539,Pennsylvania,2/13/20,0,0,
252608,Pennsylvania,2/14/20,0,0,
252677,Pennsylvania,2/15/20,0,0,
252746,Pennsylvania,2/16/20,0,0,
252815,Pennsylvania,2/17/20,0,0,
252884,Pennsylvania,2/18/20,0,0,
252953,Pennsylvania,2/19/20,0,0,
253022,Pennsylvania,2/20/20,0,0,
253091,Pennsylvania,2/21/20,0,0,
253160,Pennsylvania,2/22/20,0,0,
253229,Pennsylvania,2/23/20,0,0,
253298,Pennsylvania,2/24/20,0,0,
253367,Pennsylvania,2/25/20,0,0,
253436,Pennsylvania,2/26/20,0,0,
253505,Pennsylvania,2/27/20,0,0,
253574,Pennsylvania,2/28/20,0,0,
253643,Pennsylvania,2/29/20,0,0,
253712,Pennsylvania,3/1/20,0,0,
253781,Pennsylvania,3/2/20,0,0,
253850,Pennsylvania,3/3/20,0,0,
253919,Pennsylvania,3/4/20,0,0,
253988,Pennsylvania,3/5/20,0,0,
254057,Pennsylvania,3/6/20,0,0,
254126,Pennsylvania,3/7/20,0,0,
254195,Pennsylvania,3/8/20,0,0,
254264,Pennsylvania,3/9/20,0,0,
254333,Pennsylvania,3/10/20,0,0,
254402,Pennsylvania,3/11/20,0,0,
254471,Pennsylvania,3/12/20,0,0,
254540,Pennsylvania,3/13/20,0,0,
254609,Pennsylvania,3/14/20,0,0,
254678,Pennsylvania,3/15/20,0,0,
254747,Pennsylvania,3/16/20,0,0,
254816,Pennsylvania,3/17/20,0,0,
254885,Pennsylvania,3/18/20,0,0,
254954,Pennsylvania,3/19/20,0,0,
255023,Pennsylvania,3/20/20,0,0,
255092,Pennsylvania,3/21/20,0,0,
255161,Pennsylvania,3/22/20,0,0,
255230,Pennsylvania,3/23/20,0,0,
255299,Pennsylvania,3/24/20,0,0,
255368,Pennsylvania,3/25/20,0,0,
255437,Pennsylvania,3/26/20,0,0,
255506,Pennsylvania,3/27/20,0,0,
255575,Pennsylvania,3/28/20,0,0,
255644,Pennsylvania,3/29/20,0,0,
255713,Pennsylvania,3/30/20,0,0,
255782,Pennsylvania,3/31/20,0,0,
255851,Pennsylvania,4/1/20,0,1,
255920,Pennsylvania,4/2/20,0,1,
255989,Pennsylvania,4/3/20,0,1,
256058,Pennsylvania,4/4/20,1,1,
256127,Pennsylvania,4/5/20,1,1,
256196,Pennsylvania,4/6/20,1,1,
256265,Pennsylvania,4/7/20,1,1,
256334,Pennsylvania,4/8/20,1,1,
256403,Pennsylvania,4/9/20,1,1,
256472,Pennsylvania,4/10/20,1,1,
256541,Pennsylvania,4/11/20,1,1,
256610,Pennsylvania,4/12/20,1,1,
256679,Pennsylvania,4/13/20,1,1,
256748,Pennsylvania,4/14/20,1,1,
256817,Pennsylvania,4/15/20,1,1,
256886,Pennsylvania,4/16/20,1,1,
256955,Pennsylvania,4/17/20,1,1,
257024,Pennsylvania,4/18/20,1,1,
257093,Pennsylvania,4/19/20,1,1,
257162,Pennsylvania,4/20/20,1,1,
257231,Pennsylvania,4/21/20,1,1,
257300,Pennsylvania,4/22/20,1,1,
257369,Pennsylvania,4/23/20,1,1,
257438,Pennsylvania,4/24/20,1,1,
257507,Pennsylvania,4/25/20,1,1,
257576,Pennsylvania,4/26/20,1,1,
257645,Pennsylvania,4/27/20,1,1,
257714,Pennsylvania,4/28/20,1,1,
257783,Pennsylvania,4/29/20,1,1,
257852,Pennsylvania,4/30/20,1,1,
257921,Pennsylvania,5/1/20,1,1,
257990,Pennsylvania,5/2/20,1,1,
258059,Pennsylvania,5/3/20,1,1,
258128,Pennsylvania,5/4/20,1,1,
258197,Pennsylvania,5/5/20,1,1,
258266,Pennsylvania,5/6/20,1,1,
258335,Pennsylvania,5/7/20,1,1,
258404,Pennsylvania,5/8/20,1,1,
258473,Rhode Island,1/22/20,0,0,
258480,Rhode Island,1/23/20,0,0,
258487,Rhode Island,1/24/20,0,0,
258494,Rhode Island,1/25/20,0,0,
258501,Rhode Island,1/26/20,0,0,
258508,Rhode Island,1/27/20,0,0,
258515,Rhode Island,1/28/20,0,0,
258522,Rhode Island,1/29/20,0,0,
258529,Rhode Island,1/30/20,0,0,
258536,Rhode Island,1/31/20,0,0,
258543,Rhode Island,2/1/20,0,0,
258550,Rhode Island,2/2/20,0,0,
258557,Rhode Island,2/3/20,0,0,
258564,Rhode Island,2/4/20,0,0,
258571,Rhode Island,2/5/20,0,0,
258578,Rhode Island,2/6/20,0,0,
258585,Rhode Island,2/7/20,0,0,
258592,Rhode Island,2/8/20,0,0,
258599,Rhode Island,2/9/20,0,0,
258606,Rhode Island,2/10/20,0,0,
258613,Rhode Island,2/11/20,0,0,
258620,Rhode Island,2/12/20,0,0,
258627,Rhode Island,2/13/20,0,0,
258634,Rhode Island,2/14/20,0,0,
258641,Rhode Island,2/15/20,0,0,
258648,Rhode Island,2/16/20,0,0,
258655,Rhode Island,2/17/20,0,0,
258662,Rhode Island,2/18/20,0,0,
258669,Rhode Island,2/19/20,0,0,
258676,Rhode Island,2/20/20,0,0,
258683,Rhode Island,2/21/20,0,0,
258690,Rhode Island,2/22/20,0,0,
258697,Rhode Island,2/23/20,0,0,
258704,Rhode Island,2/24/20,0,0,
258711,Rhode Island,2/25/20,0,0,
258718,Rhode Island,2/26/20,0,0,
258725,Rhode Island,2/27/20,0,0,
258732,Rhode Island,2/28/20,0,0,
258739,Rhode Island,2/29/20,0,0,
258746,Rhode Island,3/1/20,0,0,
258753,Rhode Island,3/2/20,0,0,
258760,Rhode Island,3/3/20,0,0,
258767,Rhode Island,3/4/20,0,0,
258774,Rhode Island,3/5/20,0,0,
258781,Rhode Island,3/6/20,0,0,
258788,Rhode Island,3/7/20,0,0,
258795,Rhode Island,3/8/20,0,0,
258802,Rhode Island,3/9/20,0,0,
258809,Rhode Island,3/10/20,0,0,
258816,Rhode Island,3/11/20,0,0,
258823,Rhode Island,3/12/20,0,0,
258830,Rhode Island,3/13/20,0,0,
258837,Rhode Island,3/14/20,0,0,
258844,Rhode Island,3/15/20,0,0,
258851,Rhode Island,3/16/20,0,0,
258858,Rhode Island,3/17/20,0,0,
258865,Rhode Island,3/18/20,0,0,
258872,Rhode Island,3/19/20,0,0,
258879,Rhode Island,3/20/20,0,0,
258886,Rhode Island,3/21/20,0,0,
258893,Rhode Island,3/22/20,0,0,
258900,Rhode Island,3/23/20,0,0,
258907,Rhode Island,3/24/20,0,0,
258914,Rhode Island,3/25/20,0,0,
258921,Rhode Island,3/26/20,0,0,
258928,Rhode Island,3/27/20,0,0,
258935,Rhode Island,3/28/20,0,1,
258942,Rhode Island,3/29/20,0,1,
258949,Rhode Island,3/30/20,0,1,
258956,Rhode Island,3/31/20,0,1,
258963,Rhode Island,4/1/20,0,1,
258970,Rhode Island,4/2/20,0,1,
258977,Rhode Island,4/3/20,0,1,
258984,Rhode Island,4/4/20,1,1,
258991,Rhode Island,4/5/20,1,1,
258998,Rhode Island,4/6/20,1,1,
259005,Rhode Island,4/7/20,1,1,
259012,Rhode Island,4/8/20,1,1,
259019,Rhode Island,4/9/20,1,1,
259026,Rhode Island,4/10/20,1,1,
259033,Rhode Island,4/11/20,1,1,
259040,Rhode Island,4/12/20,1,1,
259047,Rhode Island,4/13/20,1,1,
259054,Rhode Island,4/14/20,1,1,
259061,Rhode Island,4/15/20,1,1,
259068,Rhode Island,4/16/20,1,1,
259075,Rhode Island,4/17/20,1,1,
259082,Rhode Island,4/18/20,1,1,
259089,Rhode Island,4/19/20,1,1,
259096,Rhode Island,4/20/20,1,1,
259103,Rhode Island,4/21/20,1,1,
259110,Rhode Island,4/22/20,1,1,
259117,Rhode Island,4/23/20,1,1,
259124,Rhode Island,4/24/20,1,1,
259131,Rhode Island,4/25/20,1,1,
259138,Rhode Island,4/26/20,1,1,
259145,Rhode Island,4/27/20,1,1,
259152,Rhode Island,4/28/20,1,1,
259159,Rhode Island,4/29/20,1,1,
259166,Rhode Island,4/30/20,1,1,
259173,Rhode Island,5/1/20,1,1,
259180,Rhode Island,5/2/20,1,1,
259187,Rhode Island,5/3/20,1,1,
259194,Rhode Island,5/4/20,1,1,
259201,Rhode Island,5/5/20,1,1,
259208,Rhode Island,5/6/20,1,1,
259215,Rhode Island,5/7/20,1,1,
259222,Rhode Island,5/8/20,1,1,
259229,South Carolina,1/22/20,0,0,
259277,South Carolina,1/23/20,0,0,
259325,South Carolina,1/24/20,0,0,
259373,South Carolina,1/25/20,0,0,
259421,South Carolina,1/26/20,0,0,
259469,South Carolina,1/27/20,0,0,
259517,South Carolina,1/28/20,0,0,
259565,South Carolina,1/29/20,0,0,
259613,South Carolina,1/30/20,0,0,
259661,South Carolina,1/31/20,0,0,
259709,South Carolina,2/1/20,0,0,
259757,South Carolina,2/2/20,0,0,
259805,South Carolina,2/3/20,0,0,
259853,South Carolina,2/4/20,0,0,
259901,South Carolina,2/5/20,0,0,
259949,South Carolina,2/6/20,0,0,
259997,South Carolina,2/7/20,0,0,
260045,South Carolina,2/8/20,0,0,
260093,South Carolina,2/9/20,0,0,
260141,South Carolina,2/10/20,0,0,
260189,South Carolina,2/11/20,0,0,
260237,South Carolina,2/12/20,0,0,
260285,South Carolina,2/13/20,0,0,
260333,South Carolina,2/14/20,0,0,
260381,South Carolina,2/15/20,0,0,
260429,South Carolina,2/16/20,0,0,
260477,South Carolina,2/17/20,0,0,
260525,South Carolina,2/18/20,0,0,
260573,South Carolina,2/19/20,0,0,
260621,South Carolina,2/20/20,0,0,
260669,South Carolina,2/21/20,0,0,
260717,South Carolina,2/22/20,0,0,
260765,South Carolina,2/23/20,0,0,
260813,South Carolina,2/24/20,0,0,
260861,South Carolina,2/25/20,0,0,
260909,South Carolina,2/26/20,0,0,
260957,South Carolina,2/27/20,0,0,
261005,South Carolina,2/28/20,0,0,
261053,South Carolina,2/29/20,0,0,
261101,South Carolina,3/1/20,0,0,
261149,South Carolina,3/2/20,0,0,
261197,South Carolina,3/3/20,0,0,
261245,South Carolina,3/4/20,0,0,
261293,South Carolina,3/5/20,0,0,
261341,South Carolina,3/6/20,0,0,
261389,South Carolina,3/7/20,0,0,
261437,South Carolina,3/8/20,0,0,
261485,South Carolina,3/9/20,0,0,
261533,South Carolina,3/10/20,0,0,
261581,South Carolina,3/11/20,0,0,
261629,South Carolina,3/12/20,0,0,
261677,South Carolina,3/13/20,0,0,
261725,South Carolina,3/14/20,0,0,
261773,South Carolina,3/15/20,0,0,
261821,South Carolina,3/16/20,0,0,
261869,South Carolina,3/17/20,0,0,
261917,South Carolina,3/18/20,0,0,
261965,South Carolina,3/19/20,0,0,
262013,South Carolina,3/20/20,0,0,
262061,South Carolina,3/21/20,0,0,
262109,South Carolina,3/22/20,0,0,
262157,South Carolina,3/23/20,0,0,
262205,South Carolina,3/24/20,0,0,
262253,South Carolina,3/25/20,0,0,
262301,South Carolina,3/26/20,0,0,
262349,South Carolina,3/27/20,0,0,
262397,South Carolina,3/28/20,0,0,
262445,South Carolina,3/29/20,0,0,
262493,South Carolina,3/30/20,0,0,
262541,South Carolina,3/31/20,0,0,
262589,South Carolina,4/1/20,0,0,
262637,South Carolina,4/2/20,0,0,
262685,South Carolina,4/3/20,0,0,
262733,South Carolina,4/4/20,1,0,
262781,South Carolina,4/5/20,1,0,
262829,South Carolina,4/6/20,1,0,
262877,South Carolina,4/7/20,1,1,
262925,South Carolina,4/8/20,1,1,
262973,South Carolina,4/9/20,1,1,
263021,South Carolina,4/10/20,1,1,
263069,South Carolina,4/11/20,1,1,
263117,South Carolina,4/12/20,1,1,
263165,South Carolina,4/13/20,1,1,
263213,South Carolina,4/14/20,1,1,
263261,South Carolina,4/15/20,1,1,
263309,South Carolina,4/16/20,1,1,
263357,South Carolina,4/17/20,1,1,
263405,South Carolina,4/18/20,1,1,
263453,South Carolina,4/19/20,1,1,
263501,South Carolina,4/20/20,1,1,
263549,South Carolina,4/21/20,1,1,
263597,South Carolina,4/22/20,1,1,
263645,South Carolina,4/23/20,1,1,
263693,South Carolina,4/24/20,1,1,
263741,South Carolina,4/25/20,1,1,
263789,South Carolina,4/26/20,1,1,
263837,South Carolina,4/27/20,1,1,
263885,South Carolina,4/28/20,1,1,
263933,South Carolina,4/29/20,1,1,
263981,South Carolina,4/30/20,1,1,
264029,South Carolina,5/1/20,1,1,
264077,South Carolina,5/2/20,1,1,
264125,South Carolina,5/3/20,1,1,
264173,South Carolina,5/4/20,1,1,
264221,South Carolina,5/5/20,1,1,
264269,South Carolina,5/6/20,1,1,
264317,South Carolina,5/7/20,1,1,
264365,South Carolina,5/8/20,1,1,
264413,South Dakota,1/22/20,0,0,
264481,South Dakota,1/23/20,0,0,
264549,South Dakota,1/24/20,0,0,
264617,South Dakota,1/25/20,0,0,
264685,South Dakota,1/26/20,0,0,
264753,South Dakota,1/27/20,0,0,
264821,South Dakota,1/28/20,0,0,
264889,South Dakota,1/29/20,0,0,
264957,South Dakota,1/30/20,0,0,
265025,South Dakota,1/31/20,0,0,
265093,South Dakota,2/1/20,0,0,
265161,South Dakota,2/2/20,0,0,
265229,South Dakota,2/3/20,0,0,
265297,South Dakota,2/4/20,0,0,
265365,South Dakota,2/5/20,0,0,
265433,South Dakota,2/6/20,0,0,
265501,South Dakota,2/7/20,0,0,
265569,South Dakota,2/8/20,0,0,
265637,South Dakota,2/9/20,0,0,
265705,South Dakota,2/10/20,0,0,
265773,South Dakota,2/11/20,0,0,
265841,South Dakota,2/12/20,0,0,
265909,South Dakota,2/13/20,0,0,
265977,South Dakota,2/14/20,0,0,
266045,South Dakota,2/15/20,0,0,
266113,South Dakota,2/16/20,0,0,
266181,South Dakota,2/17/20,0,0,
266249,South Dakota,2/18/20,0,0,
266317,South Dakota,2/19/20,0,0,
266385,South Dakota,2/20/20,0,0,
266453,South Dakota,2/21/20,0,0,
266521,South Dakota,2/22/20,0,0,
266589,South Dakota,2/23/20,0,0,
266657,South Dakota,2/24/20,0,0,
266725,South Dakota,2/25/20,0,0,
266793,South Dakota,2/26/20,0,0,
266861,South Dakota,2/27/20,0,0,
266929,South Dakota,2/28/20,0,0,
266997,South Dakota,2/29/20,0,0,
267065,South Dakota,3/1/20,0,0,
267133,South Dakota,3/2/20,0,0,
267201,South Dakota,3/3/20,0,0,
267269,South Dakota,3/4/20,0,0,
267337,South Dakota,3/5/20,0,0,
267405,South Dakota,3/6/20,0,0,
267473,South Dakota,3/7/20,0,0,
267541,South Dakota,3/8/20,0,0,
267609,South Dakota,3/9/20,0,0,
267677,South Dakota,3/10/20,0,0,
267745,South Dakota,3/11/20,0,0,
267813,South Dakota,3/12/20,0,0,
267881,South Dakota,3/13/20,0,0,
267949,South Dakota,3/14/20,0,0,
268017,South Dakota,3/15/20,0,0,
268085,South Dakota,3/16/20,0,0,
268153,South Dakota,3/17/20,0,0,
268221,South Dakota,3/18/20,0,0,
268289,South Dakota,3/19/20,0,0,
268357,South Dakota,3/20/20,0,0,
268425,South Dakota,3/21/20,0,0,
268493,South Dakota,3/22/20,0,0,
268561,South Dakota,3/23/20,0,0,
268629,South Dakota,3/24/20,0,0,
268697,South Dakota,3/25/20,0,0,
268765,South Dakota,3/26/20,0,0,
268833,South Dakota,3/27/20,0,0,
268901,South Dakota,3/28/20,0,0,
268969,South Dakota,3/29/20,0,0,
269037,South Dakota,3/30/20,0,0,
269105,South Dakota,3/31/20,0,0,
269173,South Dakota,4/1/20,0,0,
269241,South Dakota,4/2/20,0,0,
269309,South Dakota,4/3/20,0,0,
269377,South Dakota,4/4/20,1,0,
269445,South Dakota,4/5/20,1,0,
269513,South Dakota,4/6/20,1,0,
269581,South Dakota,4/7/20,1,0,
269649,South Dakota,4/8/20,1,0,
269717,South Dakota,4/9/20,1,0,
269785,South Dakota,4/10/20,1,0,
269853,South Dakota,4/11/20,1,0,
269921,South Dakota,4/12/20,1,0,
269989,South Dakota,4/13/20,1,0,
270057,South Dakota,4/14/20,1,0,
270125,South Dakota,4/15/20,1,0,
270193,South Dakota,4/16/20,1,0,
270261,South Dakota,4/17/20,1,0,
270329,South Dakota,4/18/20,1,0,
270397,South Dakota,4/19/20,1,0,
270465,South Dakota,4/20/20,1,0,
270533,South Dakota,4/21/20,1,0,
270601,South Dakota,4/22/20,1,0,
270669,South Dakota,4/23/20,1,0,
270737,South Dakota,4/24/20,1,0,
270805,South Dakota,4/25/20,1,0,
270873,South Dakota,4/26/20,1,0,
270941,South Dakota,4/27/20,1,0,
271009,South Dakota,4/28/20,1,0,
271077,South Dakota,4/29/20,1,0,
271145,South Dakota,4/30/20,1,0,
271213,South Dakota,5/1/20,1,0,
271281,South Dakota,5/2/20,1,0,
271349,South Dakota,5/3/20,1,0,
271417,South Dakota,5/4/20,1,0,
271485,South Dakota,5/5/20,1,0,
271553,South Dakota,5/6/20,1,0,
271621,South Dakota,5/7/20,1,0,
271689,South Dakota,5/8/20,1,0,
271757,Tennessee,1/22/20,0,0,
271854,Tennessee,1/23/20,0,0,
271951,Tennessee,1/24/20,0,0,
272048,Tennessee,1/25/20,0,0,
272145,Tennessee,1/26/20,0,0,
272242,Tennessee,1/27/20,0,0,
272339,Tennessee,1/28/20,0,0,
272436,Tennessee,1/29/20,0,0,
272533,Tennessee,1/30/20,0,0,
272630,Tennessee,1/31/20,0,0,
272727,Tennessee,2/1/20,0,0,
272824,Tennessee,2/2/20,0,0,
272921,Tennessee,2/3/20,0,0,
273018,Tennessee,2/4/20,0,0,
273115,Tennessee,2/5/20,0,0,
273212,Tennessee,2/6/20,0,0,
273309,Tennessee,2/7/20,0,0,
273406,Tennessee,2/8/20,0,0,
273503,Tennessee,2/9/20,0,0,
273600,Tennessee,2/10/20,0,0,
273697,Tennessee,2/11/20,0,0,
273794,Tennessee,2/12/20,0,0,
273891,Tennessee,2/13/20,0,0,
273988,Tennessee,2/14/20,0,0,
274085,Tennessee,2/15/20,0,0,
274182,Tennessee,2/16/20,0,0,
274279,Tennessee,2/17/20,0,0,
274376,Tennessee,2/18/20,0,0,
274473,Tennessee,2/19/20,0,0,
274570,Tennessee,2/20/20,0,0,
274667,Tennessee,2/21/20,0,0,
274764,Tennessee,2/22/20,0,0,
274861,Tennessee,2/23/20,0,0,
274958,Tennessee,2/24/20,0,0,
275055,Tennessee,2/25/20,0,0,
275152,Tennessee,2/26/20,0,0,
275249,Tennessee,2/27/20,0,0,
275346,Tennessee,2/28/20,0,0,
275443,Tennessee,2/29/20,0,0,
275540,Tennessee,3/1/20,0,0,
275637,Tennessee,3/2/20,0,0,
275734,Tennessee,3/3/20,0,0,
275831,Tennessee,3/4/20,0,0,
275928,Tennessee,3/5/20,0,0,
276025,Tennessee,3/6/20,0,0,
276122,Tennessee,3/7/20,0,0,
276219,Tennessee,3/8/20,0,0,
276316,Tennessee,3/9/20,0,0,
276413,Tennessee,3/10/20,0,0,
276510,Tennessee,3/11/20,0,0,
276607,Tennessee,3/12/20,0,0,
276704,Tennessee,3/13/20,0,0,
276801,Tennessee,3/14/20,0,0,
276898,Tennessee,3/15/20,0,0,
276995,Tennessee,3/16/20,0,0,
277092,Tennessee,3/17/20,0,0,
277189,Tennessee,3/18/20,0,0,
277286,Tennessee,3/19/20,0,0,
277383,Tennessee,3/20/20,0,0,
277480,Tennessee,3/21/20,0,0,
277577,Tennessee,3/22/20,0,0,
277674,Tennessee,3/23/20,0,0,
277771,Tennessee,3/24/20,0,0,
277868,Tennessee,3/25/20,0,0,
277965,Tennessee,3/26/20,0,0,
278062,Tennessee,3/27/20,0,0,
278159,Tennessee,3/28/20,0,0,
278256,Tennessee,3/29/20,0,0,
278353,Tennessee,3/30/20,0,0,
278450,Tennessee,3/31/20,0,0,
278547,Tennessee,4/1/20,0,1,
278644,Tennessee,4/2/20,0,1,
278741,Tennessee,4/3/20,0,1,
278838,Tennessee,4/4/20,1,1,
278935,Tennessee,4/5/20,1,1,
279032,Tennessee,4/6/20,1,1,
279129,Tennessee,4/7/20,1,1,
279226,Tennessee,4/8/20,1,1,
279323,Tennessee,4/9/20,1,1,
279420,Tennessee,4/10/20,1,1,
279517,Tennessee,4/11/20,1,1,
279614,Tennessee,4/12/20,1,1,
279711,Tennessee,4/13/20,1,1,
279808,Tennessee,4/14/20,1,1,
279905,Tennessee,4/15/20,1,1,
280002,Tennessee,4/16/20,1,1,
280099,Tennessee,4/17/20,1,1,
280196,Tennessee,4/18/20,1,1,
280293,Tennessee,4/19/20,1,1,
280390,Tennessee,4/20/20,1,1,
280487,Tennessee,4/21/20,1,1,
280584,Tennessee,4/22/20,1,1,
280681,Tennessee,4/23/20,1,1,
280778,Tennessee,4/24/20,1,1,
280875,Tennessee,4/25/20,1,1,
280972,Tennessee,4/26/20,1,1,
281069,Tennessee,4/27/20,1,1,
281166,Tennessee,4/28/20,1,1,
281263,Tennessee,4/29/20,1,1,
281360,Tennessee,4/30/20,1,1,
281457,Tennessee,5/1/20,1,1,
281554,Tennessee,5/2/20,1,1,
281651,Tennessee,5/3/20,1,1,
281748,Tennessee,5/4/20,1,1,
281845,Tennessee,5/5/20,1,1,
281942,Tennessee,5/6/20,1,1,
282039,Tennessee,5/7/20,1,1,
282136,Tennessee,5/8/20,1,1,
282233,Tennessee,NA,0,1,
282235,Texas,1/22/20,0,0,
282491,Texas,1/23/20,0,0,
282747,Texas,1/24/20,0,0,
283003,Texas,1/25/20,0,0,
283259,Texas,1/26/20,0,0,
283515,Texas,1/27/20,0,0,
283771,Texas,1/28/20,0,0,
284027,Texas,1/29/20,0,0,
284283,Texas,1/30/20,0,0,
284539,Texas,1/31/20,0,0,
284795,Texas,2/1/20,0,0,
285051,Texas,2/2/20,0,0,
285307,Texas,2/3/20,0,0,
285563,Texas,2/4/20,0,0,
285819,Texas,2/5/20,0,0,
286075,Texas,2/6/20,0,0,
286331,Texas,2/7/20,0,0,
286587,Texas,2/8/20,0,0,
286843,Texas,2/9/20,0,0,
287099,Texas,2/10/20,0,0,
287355,Texas,2/11/20,0,0,
287611,Texas,2/12/20,0,0,
287867,Texas,2/13/20,0,0,
288123,Texas,2/14/20,0,0,
288379,Texas,2/15/20,0,0,
288635,Texas,2/16/20,0,0,
288891,Texas,2/17/20,0,0,
289147,Texas,2/18/20,0,0,
289403,Texas,2/19/20,0,0,
289659,Texas,2/20/20,0,0,
289915,Texas,2/21/20,0,0,
290171,Texas,2/22/20,0,0,
290427,Texas,2/23/20,0,0,
290683,Texas,2/24/20,0,0,
290939,Texas,2/25/20,0,0,
291195,Texas,2/26/20,0,0,
291451,Texas,2/27/20,0,0,
291707,Texas,2/28/20,0,0,
291963,Texas,2/29/20,0,0,
292219,Texas,3/1/20,0,0,
292475,Texas,3/2/20,0,0,
292731,Texas,3/3/20,0,0,
